tau,Sstar,Vstar
0.565667,73.5,26.5
0.565333,73.5,26.5
0.565,73.5,26.5
0.564667,73.5,26.5
0.564333,73.5,26.5
0.564,73.5,26.5
0.563667,73.5,26.5
0.563333,73.5,26.5
0.563,73.5,26.5
0.562667,73.5,26.5
0.562333,73.5,26.5
0.562,73.5,26.5
0.561667,73.5,26.5
0.561333,73.5,26.5
0.561,73.5,26.5
0.560667,73.5,26.5
0.560333,73.5,26.5
0.56,73.5,26.5
0.559667,73.5,26.5
0.559333,73.5,26.5
0.559,73.5,26.5
0.558667,73.5,26.5
0.558333,73.5,26.5
0.558,73.5,26.5
0.557667,73.5,26.5
0.557333,73.5,26.5
0.557,73.5,26.5
0.556667,73.5,26.5
0.556333,73.5,26.5
0.556,73.5,26.5
0.555667,73.5,26.5
0.555333,73.5,26.5
0.555,73.5,26.5
0.554667,73.5,26.5
0.554333,73.5,26.5
0.554,73.5,26.5
0.553667,73.5,26.5
0.553333,73.5,26.5
0.553,73.5,26.5
0.552667,73.5,26.5
0.552333,73.5,26.5
0.552,73.5,26.5
0.551667,73.5,26.5
0.551333,73.5,26.5
0.551,73.5,26.5
0.550667,73.5,26.5
0.550333,73.5,26.5
0.55,73.5,26.5
0.549667,73.5,26.5
0.549333,73.5,26.5
0.549,73.5,26.5
0.548667,73.5,26.5
0.548333,73.5,26.5
0.548,73.5,26.5
0.547667,73.5,26.5
0.547333,73.5,26.5
0.547,73.5,26.5
0.546667,73.5,26.5
0.546333,73.5,26.5
0.546,73.5,26.5
0.545667,73.5,26.5
0.545333,73.5,26.5
0.545,73.5,26.5
0.544667,73.5,26.5
0.544333,73.5,26.5
0.544,73.5,26.5
0.543667,73.5,26.5
0.543333,73.5,26.5
0.543,73.5,26.5
0.542667,73.5,26.5
0.542333,73.5,26.5
0.542,73.5,26.5
0.541667,73.5,26.5
0.541333,73.5,26.5
0.541,73.5,26.5
0.540667,73.5,26.5
0.540333,73.5,26.5
0.54,73.5,26.5
0.539667,73.5,26.5
0.539333,73.5,26.5
0.539,73.5,26.5
0.538667,73.5,26.5
0.538333,73.5,26.5
0.538,73.5,26.5
0.537667,73.5,26.5
0.537333,73.5,26.5
0.537,73.5,26.5
0.536667,73.5,26.5
0.536333,73.5,26.5
0.536,73.5,26.5
0.535667,73.5,26.5
0.535333,73.5,26.5
0.535,73.5,26.5
0.534667,73.5,26.5
0.534333,73.5,26.5
0.534,73.5,26.5
0.533667,73.5,26.5
0.533333,73.5,26.5
0.533,73.5,26.5
0.532667,73.5,26.5
0.532333,73.5,26.5
0.532,73.5,26.5
0.531667,73.5,26.5
0.531333,73.5,26.5
0.531,73.5,26.5
0.530667,73.5,26.5
0.530333,73.5,26.5
0.53,73.5,26.5
0.529667,73.5,26.5
0.529333,73.5,26.5
0.529,73.5,26.5
0.528667,73.5,26.5
0.528333,74,26
0.528,74,26
0.527667,74,26
0.527333,74,26
0.527,74,26
0.526667,74,26
0.526333,74,26
0.526,74,26
0.525667,74,26
0.525333,74,26
0.525,74,26
0.524667,74,26
0.524333,74,26
0.524,74,26
0.523667,74,26
0.523333,74,26
0.523,74,26
0.522667,74,26
0.522333,74,26
0.522,74,26
0.521667,74,26
0.521333,74,26
0.521,74,26
0.520667,74,26
0.520333,74,26
0.52,74,26
0.519667,74,26
0.519333,74,26
0.519,74,26
0.518667,74,26
0.518333,74,26
0.518,74,26
0.517667,74,26
0.517333,74,26
0.517,74,26
0.516667,74,26
0.516333,74,26
0.516,74,26
0.515667,74,26
0.515333,74,26
0.515,74,26
0.514667,74,26
0.514333,74,26
0.514,74,26
0.513667,74,26
0.513333,74,26
0.513,74,26
0.512667,74,26
0.512333,74,26
0.512,74,26
0.511667,74,26
0.511333,74,26
0.511,74,26
0.510667,74,26
0.510333,74,26
0.51,74,26
0.509667,74,26
0.509333,74,26
0.509,74,26
0.508667,74,26
0.508333,74,26
0.508,74,26
0.507667,74,26
0.507333,74,26
0.507,74,26
0.506667,74,26
0.506333,74,26
0.506,74,26
0.505667,74,26
0.505333,74,26
0.505,74,26
0.504667,74,26
0.504333,74,26
0.504,74,26
0.503667,74,26
0.503333,74,26
0.503,74,26
0.502667,74,26
0.502333,74,26
0.502,74,26
0.501667,74,26
0.501333,74,26
0.501,74,26
0.500667,74,26
0.500333,74,26
0.5,74,26
0.499667,74,26
0.499333,74,26
0.499,74,26
0.498667,74,26
0.498333,74,26
0.498,74,26
0.497667,74,26
0.497333,74,26
0.497,74,26
0.496667,74,26
0.496333,74,26
0.496,74,26
0.495667,74,26
0.495333,74,26
0.495,74,26
0.494667,74,26
0.494333,74,26
0.494,74,26
0.493667,74,26
0.493333,74,26
0.493,74,26
0.492667,74,26
0.492333,74.5,25.5
0.492,74.5,25.5
0.491667,74.5,25.5
0.491333,74.5,25.5
0.491,74.5,25.5
0.490667,74.5,25.5
0.490333,74.5,25.5
0.49,74.5,25.5
0.489667,74.5,25.5
0.489333,74.5,25.5
0.489,74.5,25.5
0.488667,74.5,25.5
0.488333,74.5,25.5
0.488,74.5,25.5
0.487667,74.5,25.5
0.487333,74.5,25.5
0.487,74.5,25.5
0.486667,74.5,25.5
0.486333,74.5,25.5
0.486,74.5,25.5
0.485667,74.5,25.5
0.485333,74.5,25.5
0.485,74.5,25.5
0.484667,74.5,25.5
0.484333,74.5,25.5
0.484,74.5,25.5
0.483667,74.5,25.5
0.483333,74.5,25.5
0.483,74.5,25.5
0.482667,74.5,25.5
0.482333,74.5,25.5
0.482,74.5,25.5
0.481667,74.5,25.5
0.481333,74.5,25.5
0.481,74.5,25.5
0.480667,74.5,25.5
0.480333,74.5,25.5
0.48,74.5,25.5
0.479667,74.5,25.5
0.479333,74.5,25.5
0.479,74.5,25.5
0.478667,74.5,25.5
0.478333,74.5,25.5
0.478,74.5,25.5
0.477667,74.5,25.5
0.477333,74.5,25.5
0.477,74.5,25.5
0.476667,74.5,25.5
0.476333,74.5,25.5
0.476,74.5,25.5
0.475667,74.5,25.5
0.475333,74.5,25.5
0.475,74.5,25.5
0.474667,74.5,25.5
0.474333,74.5,25.5
0.474,74.5,25.5
0.473667,74.5,25.5
0.473333,74.5,25.5
0.473,74.5,25.5
0.472667,74.5,25.5
0.472333,74.5,25.5
0.472,74.5,25.5
0.471667,74.5,25.5
0.471333,74.5,25.5
0.471,74.5,25.5
0.470667,74.5,25.5
0.470333,74.5,25.5
0.47,74.5,25.5
0.469667,74.5,25.5
0.469333,74.5,25.5
0.469,74.5,25.5
0.468667,74.5,25.5
0.468333,74.5,25.5
0.468,74.5,25.5
0.467667,74.5,25.5
0.467333,74.5,25.5
0.467,74.5,25.5
0.466667,74.5,25.5
0.466333,74.5,25.5
0.466,74.5,25.5
0.465667,74.5,25.5
0.465333,74.5,25.5
0.465,74.5,25.5
0.464667,74.5,25.5
0.464333,74.5,25.5
0.464,74.5,25.5
0.463667,74.5,25.5
0.463333,74.5,25.5
0.463,74.5,25.5
0.462667,74.5,25.5
0.462333,74.5,25.5
0.462,74.5,25.5
0.461667,74.5,25.5
0.461333,74.5,25.5
0.461,74.5,25.5
0.460667,74.5,25.5
0.460333,74.5,25.5
0.46,74.5,25.5
0.459667,74.5,25.5
0.459333,74.5,25.5
0.459,74.5,25.5
0.458667,74.5,25.5
0.458333,75,25
0.458,75,25
0.457667,75,25
0.457333,75,25
0.457,75,25
0.456667,75,25
0.456333,75,25
0.456,75,25
0.455667,75,25
0.455333,75,25
0.455,75,25
0.454667,75,25
0.454333,75,25
0.454,75,25
0.453667,75,25
0.453333,75,25
0.453,75,25
0.452667,75,25
0.452333,75,25
0.452,75,25
0.451667,75,25
0.451333,75,25
0.451,75,25
0.450667,75,25
0.450333,75,25
0.45,75,25
0.449667,75,25
0.449333,75,25
0.449,75,25
0.448667,75,25
0.448333,75,25
0.448,75,25
0.447667,75,25
0.447333,75,25
0.447,75,25
0.446667,75,25
0.446333,75,25
0.446,75,25
0.445667,75,25
0.445333,75,25
0.445,75,25
0.444667,75,25
0.444333,75,25
0.444,75,25
0.443667,75,25
0.443333,75,25
0.443,75,25
0.442667,75,25
0.442333,75,25
0.442,75,25
0.441667,75,25
0.441333,75,25
0.441,75,25
0.440667,75,25
0.440333,75,25
0.44,75,25
0.439667,75,25
0.439333,75,25
0.439,75,25
0.438667,75,25
0.438333,75,25
0.438,75,25
0.437667,75,25
0.437333,75,25
0.437,75,25
0.436667,75,25
0.436333,75,25
0.436,75,25
0.435667,75,25
0.435333,75,25
0.435,75,25
0.434667,75,25
0.434333,75,25
0.434,75,25
0.433667,75,25
0.433333,75,25
0.433,75,25
0.432667,75,25
0.432333,75,25
0.432,75,25
0.431667,75,25
0.431333,75,25
0.431,75,25
0.430667,75,25
0.430333,75,25
0.43,75,25
0.429667,75,25
0.429333,75,25
0.429,75,25
0.428667,75,25
0.428333,75,25
0.428,75,25
0.427667,75,25
0.427333,75,25
0.427,75,25
0.426667,75.5,24.5
0.426333,75.5,24.5
0.426,75.5,24.5
0.425667,75.5,24.5
0.425333,75.5,24.5
0.425,75.5,24.5
0.424667,75.5,24.5
0.424333,75.5,24.5
0.424,75.5,24.5
0.423667,75.5,24.5
0.423333,75.5,24.5
0.423,75.5,24.5
0.422667,75.5,24.5
0.422333,75.5,24.5
0.422,75.5,24.5
0.421667,75.5,24.5
0.421333,75.5,24.5
0.421,75.5,24.5
0.420667,75.5,24.5
0.420333,75.5,24.5
0.42,75.5,24.5
0.419667,75.5,24.5
0.419333,75.5,24.5
0.419,75.5,24.5
0.418667,75.5,24.5
0.418333,75.5,24.5
0.418,75.5,24.5
0.417667,75.5,24.5
0.417333,75.5,24.5
0.417,75.5,24.5
0.416667,75.5,24.5
0.416333,75.5,24.5
0.416,75.5,24.5
0.415667,75.5,24.5
0.415333,75.5,24.5
0.415,75.5,24.5
0.414667,75.5,24.5
0.414333,75.5,24.5
0.414,75.5,24.5
0.413667,75.5,24.5
0.413333,75.5,24.5
0.413,75.5,24.5
0.412667,75.5,24.5
0.412333,75.5,24.5
0.412,75.5,24.5
0.411667,75.5,24.5
0.411333,75.5,24.5
0.411,75.5,24.5
0.410667,75.5,24.5
0.410333,75.5,24.5
0.41,75.5,24.5
0.409667,75.5,24.5
0.409333,75.5,24.5
0.409,75.5,24.5
0.408667,75.5,24.5
0.408333,75.5,24.5
0.408,75.5,24.5
0.407667,75.5,24.5
0.407333,75.5,24.5
0.407,75.5,24.5
0.406667,75.5,24.5
0.406333,75.5,24.5
0.406,75.5,24.5
0.405667,75.5,24.5
0.405333,75.5,24.5
0.405,75.5,24.5
0.404667,75.5,24.5
0.404333,75.5,24.5
0.404,75.5,24.5
0.403667,75.5,24.5
0.403333,75.5,24.5
0.403,75.5,24.5
0.402667,75.5,24.5
0.402333,75.5,24.5
0.402,75.5,24.5
0.401667,75.5,24.5
0.401333,75.5,24.5
0.401,75.5,24.5
0.400667,75.5,24.5
0.400333,75.5,24.5
0.4,75.5,24.5
0.399667,75.5,24.5
0.399333,75.5,24.5
0.399,75.5,24.5
0.398667,75.5,24.5
0.398333,75.5,24.5
0.398,75.5,24.5
0.397667,75.5,24.5
0.397333,75.5,24.5
0.397,75.5,24.5
0.396667,76,24
0.396333,76,24
0.396,76,24
0.395667,76,24
0.395333,76,24
0.395,76,24
0.394667,76,24
0.394333,76,24
0.394,76,24
0.393667,76,24
0.393333,76,24
0.393,76,24
0.392667,76,24
0.392333,76,24
0.392,76,24
0.391667,76,24
0.391333,76,24
0.391,76,24
0.390667,76,24
0.390333,76,24
0.39,76,24
0.389667,76,24
0.389333,76,24
0.389,76,24
0.388667,76,24
0.388333,76,24
0.388,76,24
0.387667,76,24
0.387333,76,24
0.387,76,24
0.386667,76,24
0.386333,76,24
0.386,76,24
0.385667,76,24
0.385333,76,24
0.385,76,24
0.384667,76,24
0.384333,76,24
0.384,76,24
0.383667,76,24
0.383333,76,24
0.383,76,24
0.382667,76,24
0.382333,76,24
0.382,76,24
0.381667,76,24
0.381333,76,24
0.381,76,24
0.380667,76,24
0.380333,76,24
0.38,76,24
0.379667,76,24
0.379333,76,24
0.379,76,24
0.378667,76,24
0.378333,76,24
0.378,76,24
0.377667,76,24
0.377333,76,24
0.377,76,24
0.376667,76,24
0.376333,76,24
0.376,76,24
0.375667,76,24
0.375333,76,24
0.375,76,24
0.374667,76,24
0.374333,76,24
0.374,76,24
0.373667,76,24
0.373333,76,24
0.373,76,24
0.372667,76,24
0.372333,76,24
0.372,76,24
0.371667,76,24
0.371333,76,24
0.371,76,24
0.370667,76,24
0.370333,76,24
0.37,76,24
0.369667,76,24
0.369333,76,24
0.369,76,24
0.368667,76.5,23.5
0.368333,76.5,23.5
0.368,76.5,23.5
0.367667,76.5,23.5
0.367333,76.5,23.5
0.367,76.5,23.5
0.366667,76.5,23.5
0.366333,76.5,23.5
0.366,76.5,23.5
0.365667,76.5,23.5
0.365333,76.5,23.5
0.365,76.5,23.5
0.364667,76.5,23.5
0.364333,76.5,23.5
0.364,76.5,23.5
0.363667,76.5,23.5
0.363333,76.5,23.5
0.363,76.5,23.5
0.362667,76.5,23.5
0.362333,76.5,23.5
0.362,76.5,23.5
0.361667,76.5,23.5
0.361333,76.5,23.5
0.361,76.5,23.5
0.360667,76.5,23.5
0.360333,76.5,23.5
0.36,76.5,23.5
0.359667,76.5,23.5
0.359333,76.5,23.5
0.359,76.5,23.5
0.358667,76.5,23.5
0.358333,76.5,23.5
0.358,76.5,23.5
0.357667,76.5,23.5
0.357333,76.5,23.5
0.357,76.5,23.5
0.356667,76.5,23.5
0.356333,76.5,23.5
0.356,76.5,23.5
0.355667,76.5,23.5
0.355333,76.5,23.5
0.355,76.5,23.5
0.354667,76.5,23.5
0.354333,76.5,23.5
0.354,76.5,23.5
0.353667,76.5,23.5
0.353333,76.5,23.5
0.353,76.5,23.5
0.352667,76.5,23.5
0.352333,76.5,23.5
0.352,76.5,23.5
0.351667,76.5,23.5
0.351333,76.5,23.5
0.351,76.5,23.5
0.350667,76.5,23.5
0.350333,76.5,23.5
0.35,76.5,23.5
0.349667,76.5,23.5
0.349333,76.5,23.5
0.349,76.5,23.5
0.348667,76.5,23.5
0.348333,76.5,23.5
0.348,76.5,23.5
0.347667,76.5,23.5
0.347333,76.5,23.5
0.347,76.5,23.5
0.346667,76.5,23.5
0.346333,76.5,23.5
0.346,76.5,23.5
0.345667,76.5,23.5
0.345333,76.5,23.5
0.345,76.5,23.5
0.344667,76.5,23.5
0.344333,76.5,23.5
0.344,76.5,23.5
0.343667,76.5,23.5
0.343333,76.5,23.5
0.343,76.5,23.5
0.342667,77,23
0.342333,77,23
0.342,77,23
0.341667,77,23
0.341333,77,23
0.341,77,23
0.340667,77,23
0.340333,77,23
0.34,77,23
0.339667,77,23
0.339333,77,23
0.339,77,23
0.338667,77,23
0.338333,77,23
0.338,77,23
0.337667,77,23
0.337333,77,23
0.337,77,23
0.336667,77,23
0.336333,77,23
0.336,77,23
0.335667,77,23
0.335333,77,23
0.335,77,23
0.334667,77,23
0.334333,77,23
0.334,77,23
0.333667,77,23
0.333333,77,23
0.333,77,23
0.332667,77,23
0.332333,77,23
0.332,77,23
0.331667,77,23
0.331333,77,23
0.331,77,23
0.330667,77,23
0.330333,77,23
0.33,77,23
0.329667,77,23
0.329333,77,23
0.329,77,23
0.328667,77,23
0.328333,77,23
0.328,77,23
0.327667,77,23
0.327333,77,23
0.327,77,23
0.326667,77,23
0.326333,77,23
0.326,77,23
0.325667,77,23
0.325333,77,23
0.325,77,23
0.324667,77,23
0.324333,77,23
0.324,77,23
0.323667,77,23
0.323333,77,23
0.323,77,23
0.322667,77,23
0.322333,77,23
0.322,77,23
0.321667,77,23
0.321333,77,23
0.321,77,23
0.320667,77,23
0.320333,77,23
0.32,77,23
0.319667,77,23
0.319333,77,23
0.319,77,23
0.318667,77,23
0.318333,77,23
0.318,77.5,22.5
0.317667,77.5,22.5
0.317333,77.5,22.5
0.317,77.5,22.5
0.316667,77.5,22.5
0.316333,77.5,22.5
0.316,77.5,22.5
0.315667,77.5,22.5
0.315333,77.5,22.5
0.315,77.5,22.5
0.314667,77.5,22.5
0.314333,77.5,22.5
0.314,77.5,22.5
0.313667,77.5,22.5
0.313333,77.5,22.5
0.313,77.5,22.5
0.312667,77.5,22.5
0.312333,77.5,22.5
0.312,77.5,22.5
0.311667,77.5,22.5
0.311333,77.5,22.5
0.311,77.5,22.5
0.310667,77.5,22.5
0.310333,77.5,22.5
0.31,77.5,22.5
0.309667,77.5,22.5
0.309333,77.5,22.5
0.309,77.5,22.5
0.308667,77.5,22.5
0.308333,77.5,22.5
0.308,77.5,22.5
0.307667,77.5,22.5
0.307333,77.5,22.5
0.307,77.5,22.5
0.306667,77.5,22.5
0.306333,77.5,22.5
0.306,77.5,22.5
0.305667,77.5,22.5
0.305333,77.5,22.5
0.305,77.5,22.5
0.304667,77.5,22.5
0.304333,77.5,22.5
0.304,77.5,22.5
0.303667,77.5,22.5
0.303333,77.5,22.5
0.303,77.5,22.5
0.302667,77.5,22.5
0.302333,77.5,22.5
0.302,77.5,22.5
0.301667,77.5,22.5
0.301333,77.5,22.5
0.301,77.5,22.5
0.300667,77.5,22.5
0.300333,77.5,22.5
0.3,77.5,22.5
0.299667,77.5,22.5
0.299333,77.5,22.5
0.299,77.5,22.5
0.298667,77.5,22.5
0.298333,77.5,22.5
0.298,77.5,22.5
0.297667,77.5,22.5
0.297333,77.5,22.5
0.297,77.5,22.5
0.296667,77.5,22.5
0.296333,77.5,22.5
0.296,77.5,22.5
0.295667,77.5,22.5
0.295333,77.5,22.5
0.295,78,22
0.294667,78,22
0.294333,78,22
0.294,78,22
0.293667,78,22
0.293333,78,22
0.293,78,22
0.292667,78,22
0.292333,78,22
0.292,78,22
0.291667,78,22
0.291333,78,22
0.291,78,22
0.290667,78,22
0.290333,78,22
0.29,78,22
0.289667,78,22
0.289333,78,22
0.289,78,22
0.288667,78,22
0.288333,78,22
0.288,78,22
0.287667,78,22
0.287333,78,22
0.287,78,22
0.286667,78,22
0.286333,78,22
0.286,78,22
0.285667,78,22
0.285333,78,22
0.285,78,22
0.284667,78,22
0.284333,78,22
0.284,78,22
0.283667,78,22
0.283333,78,22
0.283,78,22
0.282667,78,22
0.282333,78,22
0.282,78,22
0.281667,78,22
0.281333,78,22
0.281,78,22
0.280667,78,22
0.280333,78,22
0.28,78,22
0.279667,78,22
0.279333,78,22
0.279,78,22
0.278667,78,22
0.278333,78,22
0.278,78,22
0.277667,78,22
0.277333,78,22
0.277,78,22
0.276667,78,22
0.276333,78,22
0.276,78,22
0.275667,78,22
0.275333,78,22
0.275,78,22
0.274667,78,22
0.274333,78,22
0.274,78,22
0.273667,78,22
0.273333,78.5,21.5
0.273,78.5,21.5
0.272667,78.5,21.5
0.272333,78.5,21.5
0.272,78.5,21.5
0.271667,78.5,21.5
0.271333,78.5,21.5
0.271,78.5,21.5
0.270667,78.5,21.5
0.270333,78.5,21.5
0.27,78.5,21.5
0.269667,78.5,21.5
0.269333,78.5,21.5
0.269,78.5,21.5
0.268667,78.5,21.5
0.268333,78.5,21.5
0.268,78.5,21.5
0.267667,78.5,21.5
0.267333,78.5,21.5
0.267,78.5,21.5
0.266667,78.5,21.5
0.266333,78.5,21.5
0.266,78.5,21.5
0.265667,78.5,21.5
0.265333,78.5,21.5
0.265,78.5,21.5
0.264667,78.5,21.5
0.264333,78.5,21.5
0.264,78.5,21.5
0.263667,78.5,21.5
0.263333,78.5,21.5
0.263,78.5,21.5
0.262667,78.5,21.5
0.262333,78.5,21.5
0.262,78.5,21.5
0.261667,78.5,21.5
0.261333,78.5,21.5
0.261,78.5,21.5
0.260667,78.5,21.5
0.260333,78.5,21.5
0.26,78.5,21.5
0.259667,78.5,21.5
0.259333,78.5,21.5
0.259,78.5,21.5
0.258667,78.5,21.5
0.258333,78.5,21.5
0.258,78.5,21.5
0.257667,78.5,21.5
0.257333,78.5,21.5
0.257,78.5,21.5
0.256667,78.5,21.5
0.256333,78.5,21.5
0.256,78.5,21.5
0.255667,78.5,21.5
0.255333,78.5,21.5
0.255,78.5,21.5
0.254667,78.5,21.5
0.254333,78.5,21.5
0.254,78.5,21.5
0.253667,78.5,21.5
0.253333,78.5,21.5
0.253,79,21
0.252667,79,21
0.252333,79,21
0.252,79,21
0.251667,79,21
0.251333,79,21
0.251,79,21
0.250667,79,21
0.250333,79,21
0.25,79,21
0.249667,79,21
0.249333,79,21
0.249,79,21
0.248667,79,21
0.248333,79,21
0.248,79,21
0.247667,79,21
0.247333,79,21
0.247,79,21
0.246667,79,21
0.246333,79,21
0.246,79,21
0.245667,79,21
0.245333,79,21
0.245,79,21
0.244667,79,21
0.244333,79,21
0.244,79,21
0.243667,79,21
0.243333,79,21
0.243,79,21
0.242667,79,21
0.242333,79,21
0.242,79,21
0.241667,79,21
0.241333,79,21
0.241,79,21
0.240667,79,21
0.240333,79,21
0.24,79,21
0.239667,79,21
0.239333,79,21
0.239,79,21
0.238667,79,21
0.238333,79,21
0.238,79,21
0.237667,79,21
0.237333,79,21
0.237,79,21
0.236667,79,21
0.236333,79,21
0.236,79,21
0.235667,79,21
0.235333,79,21
0.235,79,21
0.234667,79,21
0.234333,79,21
0.234,79.5,20.5
0.233667,79.5,20.5
0.233333,79.5,20.5
0.233,79.5,20.5
0.232667,79.5,20.5
0.232333,79.5,20.5
0.232,79.5,20.5
0.231667,79.5,20.5
0.231333,79.5,20.5
0.231,79.5,20.5
0.230667,79.5,20.5
0.230333,79.5,20.5
0.23,79.5,20.5
0.229667,79.5,20.5
0.229333,79.5,20.5
0.229,79.5,20.5
0.228667,79.5,20.5
0.228333,79.5,20.5
0.228,79.5,20.5
0.227667,79.5,20.5
0.227333,79.5,20.5
0.227,79.5,20.5
0.226667,79.5,20.5
0.226333,79.5,20.5
0.226,79.5,20.5
0.225667,79.5,20.5
0.225333,79.5,20.5
0.225,79.5,20.5
0.224667,79.5,20.5
0.224333,79.5,20.5
0.224,79.5,20.5
0.223667,79.5,20.5
0.223333,79.5,20.5
0.223,79.5,20.5
0.222667,79.5,20.5
0.222333,79.5,20.5
0.222,79.5,20.5
0.221667,79.5,20.5
0.221333,79.5,20.5
0.221,79.5,20.5
0.220667,79.5,20.5
0.220333,79.5,20.5
0.22,79.5,20.5
0.219667,79.5,20.5
0.219333,79.5,20.5
0.219,79.5,20.5
0.218667,79.5,20.5
0.218333,79.5,20.5
0.218,79.5,20.5
0.217667,79.5,20.5
0.217333,79.5,20.5
0.217,79.5,20.5
0.216667,79.5,20.5
0.216333,80,20
0.216,80,20
0.215667,80,20
0.215333,80,20
0.215,80,20
0.214667,80,20
0.214333,80,20
0.214,80,20
0.213667,80,20
0.213333,80,20
0.213,80,20
0.212667,80,20
0.212333,80,20
0.212,80,20
0.211667,80,20
0.211333,80,20
0.211,80,20
0.210667,80,20
0.210333,80,20
0.21,80,20
0.209667,80,20
0.209333,80,20
0.209,80,20
0.208667,80,20
0.208333,80,20
0.208,80,20
0.207667,80,20
0.207333,80,20
0.207,80,20
0.206667,80,20
0.206333,80,20
0.206,80,20
0.205667,80,20
0.205333,80,20
0.205,80,20
0.204667,80,20
0.204333,80,20
0.204,80,20
0.203667,80,20
0.203333,80,20
0.203,80,20
0.202667,80,20
0.202333,80,20
0.202,80,20
0.201667,80,20
0.201333,80,20
0.201,80,20
0.200667,80,20
0.200333,80,20
0.2,80,20
0.199667,80.5,19.5
0.199333,80.5,19.5
0.199,80.5,19.5
0.198667,80.5,19.5
0.198333,80.5,19.5
0.198,80.5,19.5
0.197667,80.5,19.5
0.197333,80.5,19.5
0.197,80.5,19.5
0.196667,80.5,19.5
0.196333,80.5,19.5
0.196,80.5,19.5
0.195667,80.5,19.5
0.195333,80.5,19.5
0.195,80.5,19.5
0.194667,80.5,19.5
0.194333,80.5,19.5
0.194,80.5,19.5
0.193667,80.5,19.5
0.193333,80.5,19.5
0.193,80.5,19.5
0.192667,80.5,19.5
0.192333,80.5,19.5
0.192,80.5,19.5
0.191667,80.5,19.5
0.191333,80.5,19.5
0.191,80.5,19.5
0.190667,80.5,19.5
0.190333,80.5,19.5
0.19,80.5,19.5
0.189667,80.5,19.5
0.189333,80.5,19.5
0.189,80.5,19.5
0.188667,80.5,19.5
0.188333,80.5,19.5
0.188,80.5,19.5
0.187667,80.5,19.5
0.187333,80.5,19.5
0.187,80.5,19.5
0.186667,80.5,19.5
0.186333,80.5,19.5
0.186,80.5,19.5
0.185667,80.5,19.5
0.185333,80.5,19.5
0.185,80.5,19.5
0.184667,80.5,19.5
0.184333,80.5,19.5
0.184,81,19
0.183667,81,19
0.183333,81,19
0.183,81,19
0.182667,81,19
0.182333,81,19
0.182,81,19
0.181667,81,19
0.181333,81,19
0.181,81,19
0.180667,81,19
0.180333,81,19
0.18,81,19
0.179667,81,19
0.179333,81,19
0.179,81,19
0.178667,81,19
0.178333,81,19
0.178,81,19
0.177667,81,19
0.177333,81,19
0.177,81,19
0.176667,81,19
0.176333,81,19
0.176,81,19
0.175667,81,19
0.175333,81,19
0.175,81,19
0.174667,81,19
0.174333,81,19
0.174,81,19
0.173667,81,19
0.173333,81,19
0.173,81,19
0.172667,81,19
0.172333,81,19
0.172,81,19
0.171667,81,19
0.171333,81,19
0.171,81,19
0.170667,81,19
0.170333,81,19
0.17,81,19
0.169667,81.5,18.5
0.169333,81.5,18.5
0.169,81.5,18.5
0.168667,81.5,18.5
0.168333,81.5,18.5
0.168,81.5,18.5
0.167667,81.5,18.5
0.167333,81.5,18.5
0.167,81.5,18.5
0.166667,81.5,18.5
0.166333,81.5,18.5
0.166,81.5,18.5
0.165667,81.5,18.5
0.165333,81.5,18.5
0.165,81.5,18.5
0.164667,81.5,18.5
0.164333,81.5,18.5
0.164,81.5,18.5
0.163667,81.5,18.5
0.163333,81.5,18.5
0.163,81.5,18.5
0.162667,81.5,18.5
0.162333,81.5,18.5
0.162,81.5,18.5
0.161667,81.5,18.5
0.161333,81.5,18.5
0.161,81.5,18.5
0.160667,81.5,18.5
0.160333,81.5,18.5
0.16,81.5,18.5
0.159667,81.5,18.5
0.159333,81.5,18.5
0.159,81.5,18.5
0.158667,81.5,18.5
0.158333,81.5,18.5
0.158,81.5,18.5
0.157667,81.5,18.5
0.157333,81.5,18.5
0.157,81.5,18.5
0.156667,81.5,18.5
0.156333,81.5,18.5
0.156,82,18
0.155667,82,18
0.155333,82,18
0.155,82,18
0.154667,82,18
0.154333,82,18
0.154,82,18
0.153667,82,18
0.153333,82,18
0.153,82,18
0.152667,82,18
0.152333,82,18
0.152,82,18
0.151667,82,18
0.151333,82,18
0.151,82,18
0.150667,82,18
0.150333,82,18
0.15,82,18
0.149667,82,18
0.149333,82,18
0.149,82,18
0.148667,82,18
0.148333,82,18
0.148,82,18
0.147667,82,18
0.147333,82,18
0.147,82,18
0.146667,82,18
0.146333,82,18
0.146,82,18
0.145667,82,18
0.145333,82,18
0.145,82,18
0.144667,82,18
0.144333,82,18
0.144,82,18
0.143667,82,18
0.143333,82.5,17.5
0.143,82.5,17.5
0.142667,82.5,17.5
0.142333,82.5,17.5
0.142,82.5,17.5
0.141667,82.5,17.5
0.141333,82.5,17.5
0.141,82.5,17.5
0.140667,82.5,17.5
0.140333,82.5,17.5
0.14,82.5,17.5
0.139667,82.5,17.5
0.139333,82.5,17.5
0.139,82.5,17.5
0.138667,82.5,17.5
0.138333,82.5,17.5
0.138,82.5,17.5
0.137667,82.5,17.5
0.137333,82.5,17.5
0.137,82.5,17.5
0.136667,82.5,17.5
0.136333,82.5,17.5
0.136,82.5,17.5
0.135667,82.5,17.5
0.135333,82.5,17.5
0.135,82.5,17.5
0.134667,82.5,17.5
0.134333,82.5,17.5
0.134,82.5,17.5
0.133667,82.5,17.5
0.133333,82.5,17.5
